%time,field.header.seq,field.header.stamp,field.header.frame_id,field.UTM_x,field.UTM_y,field.UTM_z,field.GPSSpd,field.GPSAcc
1548567175880565165,1918,1548567175880408072,base_link,683240.607301,3110847.95002,57.7685203552,17.223897934,0.0843489393592
1548567175930618157,1919,1548567175930409328,base_link,683240.735575,3110848.16217,57.7706451416,17.2938404083,0.130520537496
1548567175980647915,1920,1548567175980402328,base_link,683240.841603,3110848.37808,57.7648849487,17.3241863251,0.0459297038615
1548567176030595246,1921,1548567176030403045,base_link,683240.947454,3110848.59395,57.7582855225,17.2848587036,0.0886052846909
1548567176081567349,1922,1548567176081282894,base_link,683241.052993,3110848.80956,57.7521972656,17.2735729218,0.0243405308574
1548567176130709260,1923,1548567176130474725,base_link,683241.158187,3110849.02512,57.7466278076,17.266242981,0.00796964298934
1548567176182184292,1924,1548567176180407008,base_link,683241.263172,3110849.24077,57.7417411804,17.2573738098,0.0144307492301
1548567176230645802,1925,1548567176230476643,base_link,683241.36777,3110849.45658,57.7358856201,17.2730941772,0.020254522562
1548567176280598010,1926,1548567176280402953,base_link,683241.472432,3110849.67241,57.7298545837,17.2536029816,0.0420725047588
1548567176330626624,1927,1548567176330374813,base_link,683241.577013,3110849.88807,57.7232704163,17.2701416016,0.0416246503592
1548567176380884788,1928,1548567176380400625,base_link,683241.681944,3110850.10379,57.7171592712,17.2806129456,0.0451869182289
1548567176431682767,1929,1548567176430459796,base_link,683241.787457,3110850.31984,57.7110977173,17.3272857666,0.0469387769699
1548567176481062238,1930,1548567176480420414,base_link,683241.89281,3110850.53616,57.7058944702,17.341884613,0.0489795915782
1548567176530808511,1931,1548567176530377933,base_link,683241.998506,3110850.75237,57.7011413574,17.295955658,0.0193608831614
1548567176580664222,1932,1548567176580374167,base_link,683242.103585,3110850.96763,57.6956596375,17.2342453003,0.0306292455643
1548567176631272629,1933,1548567176630408661,base_link,683242.208703,3110851.18287,57.6896591187,17.2956447601,0.120516210794
1548567176680574466,1934,1548567176680403726,base_link,683242.313782,3110851.39887,57.6834640503,17.2958698273,0.0624369718134
1548567176730664329,1935,1548567176730389754,base_link,683242.419032,3110851.61502,57.6780815125,17.2967453003,0.0349033288658
1548567176780820693,1936,1548567176780393855,base_link,683242.524028,3110851.83097,57.6723518372,17.2845497131,0.0260753706098
1548567176830585277,1937,1548567176830406716,base_link,683242.629309,3110852.04724,57.6659851074,17.3482246399,0.119592517614
1548567176880580047,1938,1548567176880410454,base_link,683242.734324,3110852.26427,57.6590461731,17.3846549988,0.0339199379086
1548567176930977791,1939,1548567176930410594,base_link,683242.854408,3110852.49199,57.6608085632,17.4016399384,0.0714358538389
1548567176980867527,1940,1548567176980402342,base_link,683242.959795,3110852.70937,57.6542663574,17.3867988586,0.050999995321
1548567177030658095,1941,1548567177030453414,base_link,683243.064704,3110852.92637,57.6482009888,17.3481903076,0.0584400855005
1548567177080570939,1942,1548567177080405434,base_link,683243.169377,3110853.14391,57.6418151855,17.4067325592,0.0352447256446
1548567177130638580,1943,1548567177130406366,base_link,683243.274183,3110853.36229,57.6353187561,17.4518547058,0.0867346972227
1548567177181787326,1944,1548567177180437806,base_link,683243.378888,3110853.58067,57.6299438477,17.429265976,0.0752892494202
1548567177231912235,1945,1548567177231458279,base_link,683243.48432,3110853.79921,57.6248092651,17.5264358521,0.107960917056
1548567177281401018,1946,1548567177280909107,base_link,683243.590577,3110854.01923,57.6174201965,17.6618347168,0.0387755073607
1548567177330679208,1947,1548567177330481727,base_link,683243.697479,3110854.24043,57.6100082397,17.72747612,0.0260154046118
1548567177380935998,1948,1548567177380414045,base_link,683243.804627,3110854.46236,57.603477478,17.7605056763,0.0487772151828
1548567177431763097,1949,1548567177430695567,base_link,683243.911565,3110854.68467,57.5976219177,17.7841262817,0.0382482968271
1548567177481824105,1950,1548567177480410913,base_link,683244.018077,3110854.90817,57.5919151306,17.8670864105,0.0860658437014
1548567177531008916,1951,1548567177530563529,base_link,683244.124759,3110855.13285,57.5862731934,17.9593143463,0.0618421211839
1548567177580543104,1952,1548567177580367668,base_link,683244.231947,3110855.35894,57.5802230835,18.0511665344,0.017346939072
1548567177634046124,1953,1548567177630411193,base_link,683244.339407,3110855.58616,57.5736236572,18.1232891083,0.0316984169185
1548567177680574516,1954,1548567177680405201,base_link,683244.446968,3110855.81414,57.5667152405,18.1869106293,0.0611649341881
1548567177730610130,1955,1548567177730416332,base_link,683244.555079,3110856.0434,57.5597877502,18.3255977631,0.134512081742
1548567177780670113,1956,1548567177780397231,base_link,683244.664452,3110856.2739,57.5545196533,18.3715839386,0.0210362523794
1548567177830947278,1957,1548567177830467339,base_link,683244.77401,3110856.50425,57.548625946,18.3508167267,0.0206616893411
1548567177880664992,1958,1548567177880459188,base_link,683244.883507,3110856.73492,57.5420227051,18.4164772034,0.0671301409602
1548567177931931856,1959,1548567177930406129,base_link,683244.993217,3110856.9667,57.5352630615,18.5118541718,0.103921435773
1548567177980571886,1960,1548567177980369799,base_link,683245.109907,3110857.21685,57.53383255,18.6194667816,0.0303389150649
1548567178030797533,1961,1548567178030412323,base_link,683245.221251,3110857.45068,57.5270500183,18.66547966,0.0262346137315
1548567178080894039,1962,1548567178080460730,base_link,683245.332573,3110857.68478,57.5199203491,18.6627922058,0.0365784652531
1548567178130917475,1963,1548567178130475948,base_link,683245.44414,3110857.91923,57.5128288269,18.7195472717,0.0707033053041
1548567178180717610,1964,1548567178180420634,base_link,683245.55573,3110858.15443,57.5053291321,18.7801818848,0.136978149414
1548567178230938176,1965,1548567178230650334,base_link,683245.667953,3110858.39038,57.4980621338,18.8400325775,0.0451753921807
1548567178280585330,1966,1548567178280404292,base_link,683245.780136,3110858.62672,57.4910697937,18.8689441681,0.136177659035
1548567178330785733,1967,1548567178330404503,base_link,683245.892726,3110858.86343,57.4842185974,18.9191493988,0.149091362953
1548567178380602838,1968,1548567178380429855,base_link,683246.005796,3110859.10109,57.4768486023,19.004901886,0.0794150307775
1548567178430603181,1969,1548567178430409671,base_link,683246.119594,3110859.33984,57.4692726135,19.0954742432,0.0594995096326
1548567178480567897,1970,1548567178480406515,base_link,683246.233713,3110859.57964,57.4617881775,19.1406135559,0.082961127162
1548567178531973307,1971,1548567178530856812,base_link,683246.347419,3110859.8197,57.4546813965,19.1452655792,0.0869744569063
1548567178580760779,1972,1548567178580401052,base_link,683246.46112,3110860.05955,57.4482269287,19.1334533691,0.0717630684376
1548567178631008978,1973,1548567178630413933,base_link,683246.575399,3110860.30016,57.441619873,19.2288284302,0.0310345012695
1548567178680574789,1974,1548567178680409749,base_link,683246.690152,3110860.5416,57.4349975586,19.2718658447,0.0189806874841
1548567178731981947,1975,1548567178730404228,base_link,683246.805631,3110860.78347,57.4282035828,19.310049057,0.0430510640144
1548567178780582766,1976,1548567178780410691,base_link,683246.92154,3110861.02568,57.4205741882,19.3512916565,0.0480351112783
1548567178832096711,1977,1548567178830677777,base_link,683247.038118,3110861.26817,57.4127807617,19.4098358154,0.138192802668
1548567178880578656,1978,1548567178880415209,base_link,683247.155225,3110861.5115,57.4046554565,19.4856700897,0.151244312525
1548567178930601525,1979,1548567178930405801,base_link,683247.273146,3110861.7556,57.3966445923,19.5418205261,0.125227823853
1548567178980923389,1980,1548567178980376481,base_link,683247.379464,3110862.0059,57.4023475647,19.529838562,0.0529236868024
1548567179031262494,1981,1548567179030407573,base_link,683247.497604,3110862.25047,57.3943481445,19.596446991,0.065505117178
1548567179080619651,1982,1548567179080450795,base_link,683247.61636,3110862.49605,57.3873901367,19.7079715729,0.101862087846
1548567179130645115,1983,1548567179130416077,base_link,683247.736052,3110862.74264,57.381149292,19.7732448578,0.102473579347
1548567179187106605,1984,1548567179180380090,base_link,683247.85621,3110862.98968,57.3737030029,19.78074646,0.0801718682051
1548567179230721956,1985,1548567179230402350,base_link,683247.976494,3110863.23675,57.366519928,19.7889938354,0.0667958259583
1548567179281103329,1986,1548567179280643064,base_link,683248.096962,3110863.4841,57.3599090576,19.8450450897,0.0787302926183
1548567179331541367,1987,1548567179330714175,base_link,683248.217967,3110863.73186,57.3532676697,19.8813819885,0.0144307492301
1548567179380575653,1988,1548567179380378768,base_link,683248.339326,3110863.98053,57.3466377258,19.9402866364,0.0346488319337
1548567179431809135,1989,1548567179430536665,base_link,683248.461104,3110864.22899,57.3400154114,19.9294567108,0.0576688610017
1548567179480580896,1990,1548567179480401536,base_link,683248.583654,3110864.47753,57.3329353333,19.9803657532,0.0260154046118
1548567179531738011,1991,1548567179530488163,base_link,683248.706855,3110864.72697,57.3258628845,20.0636787415,0.0567955859005
1548567179580910609,1992,1548567179580431483,base_link,683248.8308,3110864.97743,57.3185272217,20.1315879822,0.0490327067673
1548567179631047577,1993,1548567179630413997,base_link,683248.955091,3110865.22784,57.3113479614,20.1083469391,0.0574699081481
1548567179680563331,1994,1548567179680404368,base_link,683249.079276,3110865.47769,57.3040237427,20.0773296356,0.0406373627484
1548567179731774814,1995,1548567179730410506,base_link,683249.203452,3110865.72814,57.2971496582,20.1699848175,0.0396911241114
1548567179780990541,1996,1548567179780404530,base_link,683249.328239,3110865.97948,57.2910270691,20.2242984772,0.0512748770416
1548567179831381279,1997,1548567179830923624,base_link,683249.453588,3110866.23125,57.2851333618,20.2693557739,0.0302185565233
1548567179880899527,1998,1548567179880407875,base_link,683249.579161,3110866.48296,57.2784500122,20.2402915955,0.0375199504197
1548567179931557481,1999,1548567179930402166,base_link,683249.704997,3110866.73456,57.2715988159,20.2894439697,0.0687924623489
1548567179980687665,2000,1548567179980388300,base_link,683249.811914,3110866.98972,57.2905883789,20.349779129,0.0430510640144
1548567180031560221,2001,1548567180031071150,base_link,683249.938466,3110867.24266,57.2855110168,20.3494129181,0.0677246674895
1548567180080747249,2002,1548567180080405191,base_link,683250.065302,3110867.49507,57.2799491882,20.3151168823,0.0243405308574
1548567180130644200,2003,1548567180130390858,base_link,683250.192131,3110867.74692,57.2742538452,20.2954711914,0.0278517231345
1548567180180887747,2004,1548567180180377264,base_link,683250.319413,3110867.99906,57.2689437866,20.3926696777,0.0784122347832
1548567180230883879,2005,1548567180230665767,base_link,683250.447479,3110868.25186,57.2637443542,20.4201107025,0.111130841076
1548567180280630217,2006,1548567180280427775,base_link,683250.576654,3110868.50442,57.2583580017,20.4335250854,0.0253464132547
1548567180330610276,2007,1548567180330411161,base_link,683250.705386,3110868.75688,57.2522010803,20.3995246887,0.0612244904041
1548567180380603375,2008,1548567180380388970,base_link,683250.834413,3110869.0094,57.2457923889,20.4263534546,0.0389630272985
1548567180430626094,2009,1548567180430404942,base_link,683250.963591,3110869.26249,57.2398834229,20.5037078857,0.0387889370322
1548567180480596644,2010,1548567180480433321,base_link,683251.093308,3110869.51598,57.2349586487,20.4954509735,0.0482621788979
1548567180530605592,2011,1548567180530398766,base_link,683251.223366,3110869.76954,57.2297286987,20.5522518158,0.0787765681744
1548567180580729017,2012,1548567180580372070,base_link,683251.354012,3110870.02336,57.2234115601,20.5712451935,0.0318785719573
1548567180631141599,2013,1548567180630416163,base_link,683251.485139,3110870.27779,57.2170829773,20.6621551514,0.0294507555664
1548567180680583954,2014,1548567180680411875,base_link,683251.616715,3110870.5328,57.2113456726,20.6703605652,0.0275699086487
1548567180730725418,2015,1548567180730405635,base_link,683251.748558,3110870.7874,57.2061500549,20.6029510498,0.0832055062056
1548567180780688525,2016,1548567180780395780,base_link,683251.880159,3110871.04146,57.2003707886,20.6109676361,0.0564461946487
1548567180830603414,2017,1548567180830409777,base_link,683252.012112,3110871.29597,57.1949386597,20.6789741516,0.0458275750279
1548567180880590120,2018,1548567180880406955,base_link,683252.144759,3110871.5512,57.1889381409,20.7536754608,0.0662086829543
1548567180930653603,2019,1548567180930468620,base_link,683252.278333,3110871.80679,57.1829910278,20.7538833618,0.0475996099412
1548567180980728141,2020,1548567180980405471,base_link,683252.385583,3110872.06958,57.1997795105,20.755361557,0.0081632649526
1548567181033401295,2021,1548567181030455674,base_link,683252.519196,3110872.3251,57.1944961548,20.7806797028,0.0484022051096
1548567181080761935,2022,1548567181080444012,base_link,683252.653285,3110872.58064,57.1895332336,20.7929210663,0.0813899487257
1548567181130600132,2023,1548567181130403729,base_link,683252.787625,3110872.83657,57.1851730347,20.834482193,0.0564554147422
1548567181180575850,2024,1548567181180366471,base_link,683252.922199,3110873.0927,57.1806335449,20.8355445862,0.0561317242682
1548567181230871455,2025,1548567181230633484,base_link,683253.057192,3110873.34894,57.1755638123,20.8883514404,0.0667724385858
1548567181281790097,2026,1548567181280563350,base_link,683253.192786,3110873.60547,57.1698570251,20.9048461914,0.0109901325777
1548567181330754365,2027,1548567181330386025,base_link,683253.328811,3110873.86236,57.1635284424,20.9171066284,0.132456675172
1548567181380620318,2028,1548567181380420256,base_link,683253.46514,3110874.11889,57.1573791504,20.9229698181,0.0166110415012
1548567181430641223,2029,1548567181430423276,base_link,683253.601777,3110874.37542,57.1515159607,20.9128875732,0.0704894512892
1548567181480672212,2030,1548567181480458453,base_link,683253.738482,3110874.63195,57.1456336975,20.9414558411,0.0303389150649
1548567181531986592,2031,1548567181530682162,base_link,683253.875861,3110874.88857,57.140499115,20.987953186,0.0960322767496
1548567181580587048,2032,1548567181580381368,base_link,683254.013987,3110875.14572,57.1349105835,21.0434055328,0.104883871973
1548567181630609329,2033,1548567181630410842,base_link,683254.152692,3110875.40282,57.129486084,21.0300159454,0.0301322918385
1548567181680600959,2034,1548567181680403704,base_link,683254.29186,3110875.65974,57.1234512329,21.0326271057,0.041436612606
1548567181730577246,2035,1548567181730370486,base_link,683254.431169,3110875.91662,57.1176109314,21.0320510864,0.0288614984602
1548567181780573786,2036,1548567181780375363,base_link,683254.570384,3110876.1733,57.1117134094,21.0035858154,0.0535398349166
1548567181834671490,2037,1548567181830500120,base_link,683254.709359,3110876.42984,57.1058158875,21.0028038025,0.0839715972543
1548567181880584709,2038,1548567181880403960,base_link,683254.848511,3110876.68602,57.1000366211,20.991235733,0.0696573406458
1548567181932094100,2039,1548567181930969288,base_link,683254.988284,3110876.9421,57.0935783386,21.014957428,0.0143221104518
1548567181980581482,2040,1548567181980403653,base_link,683255.112528,3110877.19838,57.1024131775,21.016866684,0.0163583867252
1548567182030776245,2041,1548567182030419874,base_link,683255.252841,3110877.4543,57.0958175659,20.9998035431,0.0272278841585
1548567182080931038,2042,1548567182080405993,base_link,683255.393125,3110877.70988,57.0895729065,20.9874649048,0.0258145090193
1548567182130621703,2043,1548567182130387196,base_link,683255.533708,3110877.96504,57.0840530396,20.9554443359,0.061774738133
1548567182181380046,2044,1548567182180414146,base_link,683255.673891,3110878.22025,57.0791969299,20.9689598083,0.0424421094358
1548567182231584486,2045,1548567182230932232,base_link,683255.814108,3110878.47519,57.0743598938,20.9522895813,0.0902873873711
1548567182284303372,2046,1548567182280490997,base_link,683255.954568,3110878.73036,57.0683021545,20.9832305908,0.0389897376299
1548567182330972711,2047,1548567182330365328,base_link,683256.095354,3110878.98551,57.0616455078,20.9887657166,0.0768225714564
1548567182380658630,2048,1548567182380374662,base_link,683256.236209,3110879.24078,57.0549583435,20.9933929443,0.00306122447364
1548567182431717417,2049,1548567182430398884,base_link,683256.376965,3110879.49584,57.0484619141,20.9655570984,0.0478287413716
1548567182480654471,2050,1548567182480371451,base_link,683256.517714,3110879.75039,57.0421180725,20.9235076904,0.0592364259064
1548567182530626834,2051,1548567182530400521,base_link,683256.658793,3110880.0049,57.0361061096,20.9576034546,0.0492446087301
1548567182580535055,2052,1548567182580362501,base_link,683256.800625,3110880.25949,57.0295829773,21.0111694336,0.0898886322975
1548567182630783670,2053,1548567182630379185,base_link,683256.943516,3110880.51432,57.0226631165,21.038816452,0.0358307138085
1548567182681209549,2054,1548567182680536014,base_link,683257.086401,3110880.76905,57.015827179,21.0447177887,0.0760460868478
1548567182730917017,2055,1548567182730386022,base_link,683257.229622,3110881.02405,57.0089454651,21.0392017365,0.115779221058
1548567182780579257,2056,1548567182780407231,base_link,683257.372751,3110881.27878,57.0024299622,21.0348567963,0.0365784652531
1548567182831629927,2057,1548567182830405226,base_link,683257.515761,3110881.53361,56.9957046509,21.0477428436,0.051234241575
1548567182880722999,2058,1548567182880401592,base_link,683257.659075,3110881.78874,56.9886817932,21.0569629669,0.0362352654338
1548567182935924026,2059,1548567182930468820,base_link,683257.80251,3110882.04364,56.9819641113,21.0659980774,0.0520007833838
1548567182980826066,2060,1548567182980376915,base_link,683257.948446,3110882.28577,56.9921646118,21.099357605,0.0338123291731
1548567183031114497,2061,1548567183030385551,base_link,683258.092378,3110882.5413,56.9853858948,21.1001319885,0.0686409398913
1548567183081098806,2062,1548567183080447904,base_link,683258.236881,3110882.7966,56.9789810181,21.1375102997,0.0635690540075
1548567183132474775,2063,1548567183132055910,base_link,683258.381526,3110883.05191,56.9717674255,21.106306076,0.204441010952
1548567183180542630,2064,1548567183180361184,base_link,683258.524824,3110883.30758,56.9638595581,21.1086368561,0.0316984169185
1548567183230874651,2065,1548567183230419764,base_link,683258.668434,3110883.56292,56.9563484192,21.0873661041,0.0246803816408
1548567183280580280,2066,1548567183280402856,base_link,683258.812206,3110883.81812,56.948638916,21.1282234192,0.0618757866323
1548567183330609164,2067,1548567183330374523,base_link,683258.956376,3110884.07402,56.9394302368,21.1267738342,0.135022029281
1548567183381281789,2068,1548567183380530854,base_link,683259.100051,3110884.33007,56.9294166565,21.1580886841,0.089243426919
1548567183430614820,2069,1548567183430413243,base_link,683259.244157,3110884.58596,56.9196014404,21.1065349579,0.190750822425
1548567183480512543,2070,1548567183480370082,base_link,683259.387394,3110884.84145,56.9100952148,21.0819816589,0.0479591824114
1548567183531265062,2071,1548567183530457333,base_link,683259.529814,3110885.09744,56.9013328552,21.0992298126,0.0648019462824
1548567183581400546,2072,1548567183580399534,base_link,683259.672533,3110885.35313,56.8937568665,21.084154129,0.266568809748
1548567183631225437,2073,1548567183630418999,base_link,683259.814776,3110885.60904,56.8844528198,21.1035499573,0.0986001566052
1548567183680927124,2074,1548567183680410864,base_link,683259.957592,3110885.86511,56.8752555847,21.1202907562,0.0798921510577
1548567183731626462,2075,1548567183730403277,base_link,683260.100883,3110886.12144,56.8660430908,21.1505336761,0.0339199379086
1548567183780698561,2076,1548567183780373476,base_link,683260.244075,3110886.37747,56.8571205139,21.0826969147,0.0932822749019
1548567183830866633,2077,1548567183830411547,base_link,683260.386256,3110886.63285,56.8478393555,21.0142612457,0.122074253857
1548567183880584053,2078,1548567183880407227,base_link,683260.526215,3110886.87974,56.8715820312,21.0593147278,0.0520408153534
1548567183931213704,2079,1548567183930671452,base_link,683260.667787,3110887.13558,56.8638534546,21.0687427521,0.0815560817719
1548567183980655427,2080,1548567183980365550,base_link,683260.809678,3110887.3917,56.8554649353,21.0626106262,0.155189290643
1548567184032295309,2081,1548567184031078430,base_link,683260.951728,3110887.6471,56.8467597961,21.0323009491,0.0589545145631
1548567184080591713,2082,1548567184080435367,base_link,683261.093999,3110887.90241,56.8383178711,21.0752162933,0.0723051130772
1548567184130876824,2083,1548567184130412822,base_link,683261.236405,3110888.15821,56.8298416138,21.0991420746,0.0378790050745
1548567184183598510,2084,1548567184180393937,base_link,683261.378766,3110888.41406,56.8213195801,21.0582752228,0.0846631377935
1548567184231128024,2085,1548567184230447295,base_link,683261.520739,3110888.66928,56.8125114441,21.0226688385,0.123991139233
1548567184280664880,2086,1548567184280431924,base_link,683261.662659,3110888.92473,56.8030128479,21.0635433197,0.0655686706305
1548567184330598966,2087,1548567184330406494,base_link,683261.804816,3110889.18084,56.7932243347,21.091676712,0.0684890821576
1548567184380628250,2088,1548567184380385096,base_link,683261.94695,3110889.43732,56.7837982178,21.1265640259,0.0952866747975
1548567184431233277,2089,1548567184430403989,base_link,683262.088151,3110889.69424,56.7733955383,21.0953483582,0.0455655381083
1548567184481488196,2090,1548567184480436135,base_link,683262.229339,3110889.95069,56.7633094788,21.0596008301,0.0229308195412
1548567184533281402,2091,1548567184531232822,base_link,683262.370477,3110890.20725,56.7533416748,21.0958023071,0.0246803816408
1548567184581564094,2092,1548567184580709564,base_link,683262.511582,3110890.46388,56.7441139221,21.0524272919,0.0597962588072
1548567184631436646,2093,1548567184630418010,base_link,683262.652676,3110890.71997,56.7338943481,21.0662708282,0.0777722448111
1548567184680593209,2094,1548567184680407467,base_link,683262.793757,3110890.97624,56.7226600647,21.0736961365,0.057759065181
1548567184730608329,2095,1548567184730405645,base_link,683262.934805,3110891.23309,56.7111434937,21.0895290375,0.026706635952
1548567184780569017,2096,1548567184780403032,base_link,683263.075282,3110891.48991,56.7002868652,21.0653152466,0.00144307501614
1548567184830625846,2097,1548567184830413793,base_link,683263.215409,3110891.74661,56.6897773743,21.0178623199,0.0866626352072
1548567184880582536,2098,1548567184880410268,base_link,683263.36972,3110892.02688,56.7298316956,21.0118045807,0.0620690025389
1548567184930611857,2099,1548567184930366174,base_link,683263.508688,3110892.28367,56.7200737,21.0538425446,0.0424421094358
1548567184980580229,2100,1548567184980373472,base_link,683263.648095,3110892.54111,56.7096710205,21.1014442444,0.0827789381146
1548567185031317352,2101,1548567185030406647,base_link,683263.787789,3110892.79866,56.6989936829,21.1006622314,0.00420725019649
1548567185080622655,2102,1548567185080456202,base_link,683263.927434,3110893.05615,56.6887626648,21.1014118195,0.123970143497
1548567185130645087,2103,1548567185130376840,base_link,683264.066947,3110893.31369,56.678565979,21.0900382996,0.061436701566
1548567185180609526,2104,1548567185180372603,base_link,683264.205959,3110893.57118,56.6679649353,21.0594940186,0.0343015007675
1548567185230601941,2105,1548567185230405600,base_link,683264.344797,3110893.82876,56.6578292847,21.0630817413,0.0241903457791
1548567185280732450,2106,1548567185280424725,base_link,683264.483455,3110894.08641,56.6482849121,21.0724315643,0.0663265287876
1548567185330584043,2107,1548567185330405621,base_link,683264.622366,3110894.34457,56.6380691528,21.1202812195,0.0403674282134
1548567185380603320,2108,1548567185380375053,base_link,683264.761396,3110894.60283,56.6273345947,21.1164512634,0.0288975574076
1548567185430916972,2109,1548567185430482150,base_link,683264.899993,3110894.86086,56.6166305542,21.0711212158,0.0787765681744
1548567185480705305,2110,1548567185480406029,base_link,683265.038324,3110895.11865,56.606262207,21.0645103455,0.00322681362741
1548567185534281731,2111,1548567185530409574,base_link,683265.176537,3110895.37666,56.5961036682,21.0803337097,0.0680084973574
1548567185580706355,2112,1548567185580364740,base_link,683265.314943,3110895.63436,56.5871047974,21.0225219727,0.111336767673
1548567185630830282,2113,1548567185630415036,base_link,683265.452118,3110895.892,56.5772361755,21.0406589508,0.0816900283098
1548567185680703393,2114,1548567185680406937,base_link,683265.589801,3110896.15021,56.5670700073,21.078168869,0.0276265032589
1548567185730782484,2115,1548567185730480197,base_link,683265.727226,3110896.40908,56.5564575195,21.1053409576,0.0679702162743
1548567185780552767,2116,1548567185780363706,base_link,683265.864683,3110896.66792,56.5459823608,21.0809993744,0.028734954074
1548567185830596211,2117,1548567185830380796,base_link,683266.0017,3110896.92602,56.5351524353,21.0002555847,0.0801718682051
1548567185880594704,2118,1548567185880410785,base_link,683266.174088,3110897.2238,56.5652580261,21.070476532,0.124682024121
1548567185930594966,2119,1548567185930372733,base_link,683266.311436,3110897.4822,56.5565605164,21.0698204041,0.0143221104518
1548567185980568764,2120,1548567185980375292,base_link,683266.449162,3110897.74082,56.5485725403,21.1295146942,0.0939662382007
1548567186030720784,2121,1548567186030410901,base_link,683266.58707,3110897.99963,56.5397834778,21.1173496246,0.102676592767
1548567186080578155,2122,1548567186080405475,base_link,683266.724905,3110898.25853,56.5307884216,21.121219635,0.125680148602
1548567186130605057,2123,1548567186130377464,base_link,683266.862473,3110898.51782,56.5215377808,21.1331539154,0.0606778301299
1548567186180569029,2124,1548567186180371693,base_link,683266.999567,3110898.77715,56.5124053955,21.0912494659,0.0515684857965
1548567186231253968,2125,1548567186230372134,base_link,683267.136593,3110899.03651,56.5039100647,21.1044692993,0.178571417928
1548567186281298166,2126,1548567186280707536,base_link,683267.273249,3110899.29548,56.4960289001,21.0867919922,0.0810502097011
1548567186331265333,2127,1548567186330397059,base_link,683267.409907,3110899.55497,56.4875907898,21.1382694244,0.0445721000433
1548567186381048357,2128,1548567186380407164,base_link,683267.547,3110899.81505,56.4790115356,21.1916599274,0.106435962021
1548567186430878854,2129,1548567186430413092,base_link,683267.683968,3110900.07544,56.4706344604,21.1704616547,0.0336580015719
1548567186480755392,2130,1548567186480404460,base_link,683267.820856,3110900.33579,56.4628067017,21.1724205017,0.0387889370322
1548567186530661224,2131,1548567186530414905,base_link,683267.956934,3110900.59597,56.4555778503,21.1413612366,0.0781728550792
1548567186580606771,2132,1548567186580376073,base_link,683268.092779,3110900.85658,56.4486618042,21.164182663,0.065314091742
1548567186630625169,2133,1548567186630407456,base_link,683268.228517,3110901.1176,56.4415931702,21.1981124878,0.0383434556425
1548567186680573999,2134,1548567186680373450,base_link,683268.364674,3110901.37882,56.434425354,21.2016849518,0.00144307501614
1548567186732111719,2135,1548567186730753659,base_link,683268.500645,3110901.63974,56.4266586304,21.1846694946,0.0418491773307
1548567186780797279,2136,1548567186780380791,base_link,683268.636761,3110901.90056,56.4189872742,21.1817989349,0.0320414640009
1548567186830768689,2137,1548567186830410716,base_link,683268.772433,3110902.16146,56.4121742249,21.1622886658,0.024511044845
1548567186881192190,2138,1548567186880411294,base_link,683268.907644,3110902.42228,56.4046630859,21.1465206146,0.0534230209887
1548567186931711080,2139,1548567186930692239,base_link,683269.093797,3110902.71118,56.4400672913,21.209980011,0.068123228848
1548567186980889328,2140,1548567186980445856,base_link,683269.2296,3110902.973,56.4345588684,21.2534942627,0.035421539098
1548567187030967767,2141,1548567187030495402,base_link,683269.365602,3110903.23501,56.4285926819,21.2520160675,0.0812490880489
1548567187080799508,2142,1548567187080424624,base_link,683269.501499,3110903.49707,56.4221725464,21.2407684326,0.023887142539
1548567187131352218,2143,1548567187130419475,base_link,683269.637455,3110903.75891,56.4156417847,21.2153282166,0.0690040439367
1548567187180571891,2144,1548567187180399733,base_link,683269.773139,3110904.02041,56.4098587036,21.2038497925,0.045462589711
1548567187230645436,2145,1548567187230386855,base_link,683269.908511,3110904.28248,56.4048614502,21.2700023651,0.0329388007522
1548567187280579013,2146,1548567187280387027,base_link,683270.044006,3110904.54507,56.3998908997,21.2806625366,0.0787501260638
1548567187333923772,2147,1548567187330471243,base_link,683270.179664,3110904.80805,56.3943443298,21.3172168732,0.053413271904
1548567187380942063,2148,1548567187380376544,base_link,683270.315068,3110905.07139,56.3877792358,21.3349761963,0.0767751187086
1548567187431812750,2149,1548567187430411155,base_link,683270.450604,3110905.33524,56.3815460205,21.3476600647,0.0387889370322
1548567187480559477,2150,1548567187480372008,base_link,683270.585322,3110905.59873,56.3764228821,21.2257556915,0.095139041543
1548567187530699292,2151,1548567187530442355,base_link,683270.719153,3110905.86067,56.3713760376,21.1624336243,0.0795198529959
1548567187580595531,2152,1548567187580381360,base_link,683270.852665,3110906.12278,56.3671188354,21.161075592,0.0362352654338
1548567187630865189,2153,1548567187630452598,base_link,683270.986398,3110906.38499,56.3622779846,21.2267150879,0.036876142025
1548567187681231977,2154,1548567187680636420,base_link,683271.12068,3110906.64747,56.3568305969,21.2199001312,0.0977570191026
1548567187730590709,2155,1548567187730372918,base_link,683271.255293,3110906.90936,56.3510627747,21.1899108887,0.0376446247101
1548567187780563981,2156,1548567187780361096,base_link,683271.389683,3110907.17087,56.3459625244,21.1695899963,0.0705927759409
1548567187830980369,2157,1548567187830476567,base_link,683271.523764,3110907.43281,56.3410835266,21.1870269775,0.0408163256943
1548567187880699287,2158,1548567187880403766,base_link,683271.657609,3110907.69486,56.3362922668,21.2032585144,0.124489799142
